,UNI_TYP_left,UNI_MAJ_left,UNI_IMD,ORGID,ORGID_NUM,SCHNAME,ADDRESS,CITY,ZIP,SCH_TYPE,SCH_TYPE1,SCH_TYPE2,SCH_LEVEL,GRADE,CLASS,SDNUM,SDNAME,CTYNUM,FIPSNUM,CTYNAME,MAGNET,DATE_ENTRY,FED_SCHNUM,ALT_NAME,WEB_URL,YEAR,geometry,Unnamed: 0,School Name,Demographic Description,Ending Status,Four Year Percent,Four Year Total,Physical Line 1,Physical City,Physical State,Physical Zip,Consistent Attendance,index_right,SECSCHOOL,STATE,BLOCKGROUP,BLOCK,TRACT,MCD,SUBMCD,PLACE,UNI_MAJ_right,UNI_TYP_right,UNI_NAM,HIGH_NAME,MIDD_NAME,ELEM_NAME,POPULATION
136,01,0581,010,010581010000,10581010000.0,Edgerton High,423 1ST AVE W,EDGERTON,56128,PUBLIC,HIGH,SECONDARY SCHOOL,SCHOOL,6-12,33,581,Edgerton,59,117,Pipestone,NO,4/13/2007,271122000504.0,,http://edgertonpublic.com,SY2018-19,POINT (248537.9713000003 4862991.500499999),1087,EDGERTON SECONDARY,All Students,Graduate,88.46,26,423 1st Ave W,Edgerton,MN,56128,89.46,31266,,27,271174605002,271174605002030,27117460500,2711718152,,2718152,0581,01,Edgerton,EDGERTON,,EDGERTON,20
137,01,0739,020,010739020000,10739020000.0,Kimball High,100 HWY 55 W,KIMBALL,55353,PUBLIC,HIGH,SECONDARY SCHOOL,SCHOOL,6-12,33,739,Kimball,73,145,Stearns,NO,4/13/2007,271722000797.0,,http://www.kimball.k12.mn.us,SY2018-19,POINT (397818.0931000002 5018683.9976),1364,KIMBALL SECONDARY,All Students,Graduate,85.96,57,100 Hwy 55 W,Kimball,MN,55353-0368,86.68,124739,,27,271450112003,271450112003014,27145011200,2714533164,,2733164,0739,01,Kimball,KIMBALL,,KIMBALL,0
138,01,0750,050,010750050000,10750050000.0,ROCORI Senior High,534 5TH AVE N,COLD SPRING,56320,PUBLIC,HIGH,SENIOR HIGH,SCHOOL,9-12,32,750,Rocori,73,145,Stearns,NO,4/13/2007,270944000388.0,,http://rocori.k12.mn.us,SY2018-19,POINT (388328.4435999999 5035464.997500001),1400,ROCORI SENIOR HIGH,All Students,Graduate,94.33,194,534 5th Ave N,Cold Spring,MN,56320-1498,92.28,73965,,27,271450113023,271450113023050,27145011302,2714512484,,2712484,0750,01,Rocori,ROCORI,ROCORI,ROCORI,0
139,01,0592,020,010592020000,10592020000.0,Climax High,111 E BROADWAY,CLIMAX,56523,PUBLIC,HIGH,SECONDARY SCHOOL,SCHOOL,7-12,33,592,Climax-Shelly,60,119,Polk,NO,4/13/2007,270936000376.0,,http://www.climax.k12.mn.us,SY2018-19,POINT (213435.6549000004 5279777.5002),1091,CLIMAX SECONDARY,All Students,Graduate,81.25,16,111 E Broadway,Climax,MN,56523,62.13,14748,,27,271190205003,271190205003078,27119020500,2711911962,,2711962,0592,01,Climax-Shelly,CLIMAX,,CLIMAX,93
140,01,2609,020,012609020000,12609020000.0,Win-E-Mac High,23130 345TH ST SE,ERSKINE,56535,PUBLIC,HIGH,SECONDARY SCHOOL,SCHOOL,7-12,33,2609,Win-E-Mac,60,119,Polk,NO,4/13/2007,279144902322.0,,http://www.win-e-mac.k12.mn.us,SY2018-19,POINT (276179.5937999999 5283691.500800001),1837,WIN-E-MAC SECONDARY,All Students,Graduate,90.91,33,23130 345th St SE,Erskine,MN,56535-9468,73.62,197594,,27,271190209003,271190209003081,27119020900,2711933614,,,2609,01,Win-E-Mac,WIN-E-MAC,,WIN-E-MAC,4
141,01,2142,035,012142035000,12142035000.0,Northeast Range High,30 S DR,BABBITT,55706,PUBLIC,HIGH,SECONDARY SCHOOL,SCHOOL,7-12,33,2142,St. Louis County,69,137,St. Louis,NO,4/13/2007,270000800159.0,,http://isd2142.net,SY2018-19,POINT (578651.3130000001 5284384.9968),1681,NORTHEAST RANGE SECONDARY,All Students,Graduate,100.0,24,30 S Dr,Babbitt,MN,55706-1108,78.26,255781,,27,271370141001,271370141001041,27137014100,2713703106,,2703106,2142,01,St. Louis County,NORTHEAST RANGE,,BABBITT,225
142,01,2311,020,012311020000,12311020000.0,Clearbrook-Gonvick High,16770 CLEARWATER LAKE RD,CLEARBROOK,56634,PUBLIC,HIGH,SECONDARY SCHOOL,SCHOOL,7-12,33,2311,Clearbrook-Gonvick,15,29,Clearwater,NO,4/13/2007,270010303468.0,,http://www.clearbrook-gonvick.k12.mn.us,SY2018-19,POINT (317431.7789000003 5286474.499600001),1789,CLEARBROOK-GONVICK SECONDARY,All Students,Graduate,88.89,27,16770 Clearwater Lake Rd,Clearbrook,MN,56634-4223,78.41333333,187910,,27,270290003002,270290003002109,27029000300,2702936458,,,2311,01,Clearbrook-Gonvick,CLEARBROOK-GONVICK,,FRANK LIEN,19
143,01,0032,020,010032020000,10032020000.0,Blackduck High,156 1ST ST NE,BLACKDUCK,56630,PUBLIC,HIGH,SECONDARY SCHOOL,SCHOOL,7-12,33,32,Blackduck,4,7,Beltrami,NO,4/13/2007,270573000213.0,,http://blackduck.k12.mn.us,SY2018-19,POINT (384055.6265000002 5287539.998299999),217,BLACKDUCK SECONDARY,All Students,Graduate,80.49,41,156 1st St NE,Blackduck,MN,56630-0342,69.13,212465,,27,270074504003,270074504003042,27007450400,2700706256,,2706256,0032,01,Blackduck,BLACKDUCK,,BLACKDUCK,1
144,01,2135,020,012135020000,12135020000.0,MR High,101 6TH AVE NE,MAPLETON,56065,PUBLIC,HIGH,SENIOR HIGH,SCHOOL,6-12,33,2135,Maple River,7,13,Blue Earth,NO,4/13/2007,270000600888.0,,http://www.isd2135.k12.mn.us,SY2018-19,POINT (423737.6868000003 4864348.999199999),1673,MAPLE RIVER SECONDARY,All Students,Graduate,97.47,79,101 6th Ave NE,Mapleton,MN,56065-0515,83.74666667,79571,,27,270131714003,270131714003017,27013171400,2701340310,,2740310,2135,01,Maple River,MAPLE RIVER,,MAPLE RIVER,0
145,01,0173,020,010173020000,10173020000.0,Mountain Lake High,450 12TH ST,MOUNTAIN LAKE,56159,PUBLIC,HIGH,SECONDARY SCHOOL,SCHOOL,7-12,33,173,Mountain Lake,17,33,Cottonwood,NO,10/2015,272301001135.0,,http://www.mountainlake.k12.mn.us,SY2018-19,POINT (345350.0316000003 4867166.9978),404,MOUNTAIN LAKE SECONDARY,All Students,Graduate,100.0,38,450 12th St,Mountain Lake,MN,56159,84.45,33867,,27,270332701002,270332701002071,27033270100,2703344566,,2744566,0173,01,Mountain Lake,MOUNTAIN LAKE,,MOUNTAIN LAKE,70
146,01,0861,019,010861019000,10861019000.0,Winona ALC,1299 WEST 3RD ST,WINONA,55987,PUBLIC,ALC,PUBLIC ALC,SCHOOL,6-12,41,861,Winona Area,85,169,Winona,NO,6/1/2007,274407002249.0,,http://www.winona.k12.mn.us,SY2018-19,POINT (606358.7997000003 4878899.744000001),1548,WINONA AREA LEARNING CENTER,All Students,Graduate,13.16,38,1299 West 3rd St,Winona,MN,55987-2320,30.68,242889,,27,271696703004,271696703004000,27169670300,2716971032,,2771032,0861,01,Winona Area,WINONA,WINONA,JEFFERSON,12
147,01,2898,030,012898030000,12898030000.0,Westbrook-Walnut Grove High,344 8TH ST,WESTBROOK,56183,PUBLIC,HIGH,SECONDARY SCHOOL,SCHOOL,7-12,33,2898,Westbrook-Walnut Grove,17,33,Cottonwood,NO,4/13/2007,270018301782.0,,http://www.walnut.mntm.org,SY2018-19,POINT (305410.9387999997 4879694.4999),1929,WESTBROOK-WALNUT GROVE SECONDARY,All Students,Graduate,97.14,35,344 8th St,Westbrook,MN,56183-0128,81.1,27082,,27,270332702001,270332702001107,27033270200,2703369250,,2769250,2898,01,Westbrook-Walnut Grove,WESTBROOK-WALNUT GROVE,,WALNUT GROVE,92
148,01,0761,150,010761150000,10761150000.0,Owatonna High,333 E SCHOOL ST,OWATONNA,55060,PUBLIC,HIGH,SENIOR HIGH,SCHOOL,9-12,32,761,Owatonna,74,147,Steele,NO,4/13/2007,272805001228.0,,http://www.owatonna.k12.mn.us,SY2018-19,POINT (482402.4034000002 4880730.999600001),1408,OWATONNA SENIOR HIGH,All Students,Graduate,90.61,362,333 E School St,Owatonna,MN,55060-3095,91.5,141570,,27,271479607001,271479607001006,27147960700,2714749300,,2749300,0761,01,Owatonna,OWATONNA,OWATONNA,LINCOLN,0
148,01,0761,150,010761150000,10761150000.0,Owatonna High,333 E SCHOOL ST,OWATONNA,55060,PUBLIC,HIGH,SENIOR HIGH,SCHOOL,9-12,32,761,Owatonna,74,147,Steele,NO,4/13/2007,272805001228.0,,http://www.owatonna.k12.mn.us,SY2018-19,POINT (482402.4034000002 4880730.999600001),1408,OWATONNA SENIOR HIGH,All Students,Graduate,90.61,362,333 E School St,Owatonna,MN,55060-3095,91.5,141570,,27,271479607001,271479607001006,27147960700,2714749300,,2749300,0761,01,Owatonna,OWATONNA,OWATONNA,WASHINGTON,0
149,01,0075,020,010075020000,10075020000.0,St. Clair High,121 MAIN ST WEST,SAINT CLAIR,56080,PUBLIC,HIGH,SECONDARY SCHOOL,SCHOOL,7-12,33,75,St. Clair,7,13,Blue Earth,NO,4/13/2007,273348001478.0,,http://www.stclair.new.rschooltoday.com/,SY2018-19,POINT (431193.5085000005 4881298.038000001),241,ST. CLAIR SECONDARY,All Students,Graduate,100.0,55,121 Main St West,Saint Clair,MN,56080-0099,84.11,26744,,27,270131713001,270131713001049,27013171300,2701356824,,2756824,0075,01,St. Clair,ST. CLAIR,,ST. CLAIR,79
150,01,0829,050,010829050000,10829050000.0,Waseca High,1717 2ND ST NW,WASECA,56093,PUBLIC,HIGH,SENIOR HIGH,SCHOOL,9-12,32,829,Waseca,81,161,Waseca,NO,4/13/2007,274188001749.0,,http://www.waseca.k12.mn.us,SY2018-19,POINT (459200.2773000002 4882493.187899999),1464,WASECA SENIOR HIGH,All Students,Graduate,95.1,143,1717 2nd St NW,Waseca,MN,56093-2299,90.57,108215,,27,271617904001,271617904001006,27161790400,2716168296,,2768296,0829,01,Waseca,WASECA,WASECA,HARTLEY & INTERMEDIATE,0
151,01,2071,030,012071030000,12071030000.0,LCWM High,607 KNIGHTS LN,LAKE CRYSTAL,56055,PUBLIC,HIGH,SECONDARY SCHOOL,SCHOOL,6-12,33,2071,Lake Crystal-Wellcome Memorial,7,13,Blue Earth,NO,4/13/2007,279144502312.0,,http://isd2071.k12.mn.us,SY2018-19,POINT (401495.5590000004 4883683.199899999),1661,LK CRYSTAL-WELLCOME MEMORIAL SECONDARY,All Students,Graduate,92.73,55,607 Knights Ln,Lake Crystal,MN,56055-9400,85.1,20721,,27,270131710001,270131710001045,27013171000,2701334190,,2734190,2071,01,Lake Crystal-Wellcome Memorial,LCWM,,LCWM,0
152,01,2835,020,012835020000,12835020000.0,JWP High,110 E 3RD ST,JANESVILLE,56048,PUBLIC,HIGH,SECONDARY SCHOOL,SCHOOL,7-12,33,2835,Janesville-Waldorf-Pemberton,81,161,Waseca,NO,4/13/2007,279145102330.0,,http://www.rschooltoday.com/se3bin/clientschool.cgi?schoolname=school559,SY2018-19,POINT (443432.5209999997 4885347.914899999),1877,JANESVILLE-WALDORF-PEMBERTON SEC,All Students,Graduate,90.57,53,110 E 3rd St,Janesville,MN,56048-0389,91.14,107761,,27,271617901002,271617901002037,27161790100,2716131706,,2731706,2835,01,Janesville-Waldorf-Pemberton,J-W-P,,J-W-P,2
153,01,0081,020,010081020000,10081020000.0,Comfrey High,305 OCHRE ST,COMFREY,56019,PUBLIC,HIGH,SECONDARY SCHOOL,SCHOOL,7-12,33,81,Comfrey,8,15,Brown,NO,4/13/2007,270954000404.0,,http://comfrey.mntm.org/,SY2018-19,POINT (347302.6005999995 4885795.6327),257,COMFREY SECONDARY,All Students,Graduate,90.0,10,305 Ochre St,Comfrey,MN,56019-1166,85.95,59745,,27,270159606001,270159606001173,27015960600,2701512772,,2712772,0081,01,Comfrey,COMFREY,,COMFREY,0
154,01,0196,041,010196041000,10196041000.0,Eagan High,4185 BRADDOCK TR,EAGAN,55123,PUBLIC,HIGH,SENIOR HIGH,SCHOOL,9-12,32,196,Rosemount-Apple Valley-Eagan,19,37,Dakota,NO,4/13/2007,273239000488.0,,http://www.district196.org,SY2018-19,POINT (489307.7795000002 4961521.5011),470,EAGAN SENIOR HIGH,All Students,Graduate,95.38,498,4185 Braddock Tr,Eagan,MN,55123-1575,89.98,148521,,27,270370607301,270370607301011,27037060730,2703717288,,2717288,0196,01,Rosemount-Apple Valley-Eagan,EAGAN,BLACK HAWK,DEERWOOD,379
154,01,0196,041,010196041000,10196041000.0,Eagan High,4185 BRADDOCK TR,EAGAN,55123,PUBLIC,HIGH,SENIOR HIGH,SCHOOL,9-12,32,196,Rosemount-Apple Valley-Eagan,19,37,Dakota,NO,4/13/2007,273239000488.0,,http://www.district196.org,SY2018-19,POINT (489307.7795000002 4961521.5011),470,EAGAN SENIOR HIGH,All Students,Graduate,95.38,498,4185 Braddock Tr,Eagan,MN,55123-1575,89.98,148521,,27,270370607301,270370607301011,27037060730,2703717288,,2717288,0196,01,Rosemount-Apple Valley-Eagan,EAGAN,DAKOTA HILLS,WOODLAND,379
154,01,0196,041,010196041000,10196041000.0,Eagan High,4185 BRADDOCK TR,EAGAN,55123,PUBLIC,HIGH,SENIOR HIGH,SCHOOL,9-12,32,196,Rosemount-Apple Valley-Eagan,19,37,Dakota,NO,4/13/2007,273239000488.0,,http://www.district196.org,SY2018-19,POINT (489307.7795000002 4961521.5011),470,EAGAN SENIOR HIGH,All Students,Graduate,95.38,498,4185 Braddock Tr,Eagan,MN,55123-1575,89.98,148521,,27,270370607301,270370607301011,27037060730,2703717288,,2717288,0196,01,Rosemount-Apple Valley-Eagan,EAGAN,DAKOTA HILLS,NORTHVIEW,379
155,01,2164,004,012164004000,12164004000.0,D.G.F. High,513 PARKE AVE S,GLYNDON,56547,PUBLIC,HIGH,SENIOR HIGH,SCHOOL,9-12,32,2164,Dilworth-Glyndon-Felton,14,27,Clay,NO,4/13/2007,271026000642.0,,http://www.dgf.k12.mn.us,SY2018-19,POINT (227064.4989999998 5197040.9977),1721,DILWORTH-GLYNDON-FELTON SENIOR HIGH,All Students,Graduate,91.18,102,513 Parke Ave S,Glyndon,MN,56547-0188,84.78,3422,,27,270270301043,270270301043078,27027030104,2702724182,,2724182,2164,01,Dilworth-Glyndon-Felton,DILWORTH-GLYNDON-FELTON,DILWORTH-GLYNDON-FELTON,DILWORTH & GLYNDON-FELTON,98
156,01,2889,020,012889020000,12889020000.0,LPA High,611 VIGEN RD,LAKE PARK,56554,PUBLIC,HIGH,SECONDARY SCHOOL,SCHOOL,7-12,33,2889,Lake Park-Audubon,3,5,Becker,NO,4/13/2007,270016200812.0,,http://www.lakeparkaudubon.com,SY2018-19,POINT (263652.8356999997 5196798.2916),1913,LAKE PARK AUDUBON SECONDARY,All Students,Graduate,89.58,48,611 Vigen Rd,Lake Park,MN,56554-0479,83.81,192627,,27,270054509003,270054509003034,27005450900,2700534784,,2734784,2889,01,Lake Park-Audubon,LAKE PARK-AUDUBON,,LAKE PARK-AUDUBON,114
157,01,0698,020,010698020000,10698020000.0,Floodwood High,115 W 4TH AVE,FLOODWOOD,55736,PUBLIC,HIGH,SECONDARY SCHOOL,SCHOOL,7-12,33,698,Floodwood,69,137,St. Louis,NO,4/13/2007,271221000589.0,,http://www.floodwood.k12.mn.us,SY2018-19,POINT (506424.2862 5197426.520099999),1268,FLOODWOOD SECONDARY,All Students,Graduate,90.48,21,115 W 4th Ave,Floodwood,MN,55736-4523,69.18,232712,,27,271370112002,271370112002079,27137011200,2713721338,,2721338,0698,01,Floodwood,FLOODWOOD,,FLOODWOOD,0
158,01,0150,020,010150020000,10150020000.0,Hawley High,714 JOSEPH ST,HAWLEY,56549,PUBLIC,HIGH,SECONDARY SCHOOL,SCHOOL,7-12,33,150,Hawley,14,27,Clay,NO,4/13/2007,271356000699.0,,http://www.hawley.k12.mn.us,SY2018-19,POINT (247065.3572000004 5197504.499600001),376,HAWLEY SECONDARY,All Students,Graduate,95.77,71,714 Joseph St,Hawley,MN,56549,92.03,193187,,27,270270302014,270270302014005,27027030201,2702727746,,2727746,0150,01,Hawley,HAWLEY,,HAWLEY,215
159,01,0152,382,010152382000,10152382000.0,Moorhead High,2300 4TH AVE S,MOORHEAD,56560,PUBLIC,HIGH,SENIOR HIGH,SCHOOL,9-12,32,152,Moorhead,14,27,Clay,NO,4/13/2007,272142001084.0,,http://www.moorheadschools.org,SY2018-19,POINT (214677.9040999999 5197754.999399999),380,MOORHEAD HIGH SCHOOL,All Students,Graduate,82.52,389,2300 4th Ave S,Moorhead,MN,56560-3298,79.04,12429,,27,270270201005,270270201005002,27027020100,2702743864,,2743864,0152,01,Moorhead,MOORHEAD,HORIZON,DOROTHY DODDS,0
160,01,0309,060,010309060000,10309060000.0,Park Rapids High,401 HUNTSINGER AVE,PARK RAPIDS,56470,PUBLIC,HIGH,SENIOR HIGH,SCHOOL,9-12,32,309,Park Rapids,29,57,Hubbard,NO,4/13/2007,272808001235.0,,http://www.parkrapids.k12.mn.us,SY2018-19,POINT (342814.9057 5199090.4991),749,PARK RAPIDS SENIOR HIGH,All Students,Graduate,82.83,99,401 Huntsinger Ave,Park Rapids,MN,56470,74.89,205356,,27,270570706003,270570706003014,27057070600,2705749768,,2749768,0309,01,Park Rapids,PARK RAPIDS,CENTURY,CENTURY,8
161,01,0308,020,010308020000,10308020000.0,Nevis High,210 PLEASANT ST,NEVIS,56467,PUBLIC,HIGH,SECONDARY SCHOOL,SCHOOL,7-12,33,308,Nevis,29,57,Hubbard,NO,4/13/2007,272337001140.0,,http://www.nevis.k12.mn.us,SY2018-19,POINT (359756.7967999997 5203019.740499999),745,NEVIS SECONDARY,All Students,Graduate,82.0,50,210 Pleasant St,Nevis,MN,56467-0138,67.66,208436,,27,270570704001,270570704001029,27057070400,2705745340,,2745340,0308,01,Nevis,NEVIS,,NEVIS,38
162,01,0002,003,010002003000,10002003000.0,Hill City High,500 IONE AVE,HILL CITY,55748,PUBLIC,HIGH,SENIOR HIGH,SCHOOL,9-12,32,2,Hill City,1,1,Aitkin,NO,4/13/2007,271401000724.0,,http://isd002.org,SY2018-19,POINT (454009.5927999998 5204488.497500001),97,HILL CITY SENIOR HIGH,All Students,Graduate,95.24,21,500 Ione Ave,Hill City,MN,55748,81.36,226708,,27,270017702003,270017702003019,27001770200,2700129096,,2729096,0002,01,Hill City,HILL CITY,HILL CITY,HILL CITY,42
163,01,0625,225,010625225000,10625225000.0,Humboldt Secondary,30 BAKER ST E,SAINT PAUL,55107,PUBLIC,HIGH,SECONDARY SCHOOL,SCHOOL,6-12,33,625,St. Paul,62,123,Ramsey,NO,4/13/2007,273384001598.0,,http://www.humboldtjr.spps.org,SY2018-19,POINT (493382.1046000002 4974706.3257),1177,HUMBOLDT HIGH SCHOOL,All Students,Graduate,72.29,166,30 Baker St E,Saint Paul,MN,55107-2997,74.9,159947,,27,271230372003,271230372003014,27123037200,2712358000,,2758000,0625,01,Saint Paul,HUMBOLDT SECONDARY,HUMBOLDT SECONDARY,AREA D,0
164,01,2854,030,012854030000,12854030000.0,Ada-Borup High,604 THORPE AVE W,ADA,56510,PUBLIC,HIGH,SECONDARY SCHOOL,SCHOOL,7-12,33,2854,Ada-Borup,54,107,Norman,NO,4/13/2007,270012600051.0,,http://ada.k12.mn.us,SY2018-19,POINT (233272.8260000004 5244228.589299999),1885,ADA-BORUP SECONDARY,All Students,Graduate,95.12,41,604 Thorpe Ave W,Ada,MN,56510-0308,90.28,15145,,27,271079603002,271079603002065,27107960300,2710700172,,2700172,2854,01,Ada-Borup,ADA-BORUP,,ADA-BORUP,0
165,01,0432,020,010432020000,10432020000.0,Mahnomen High,209 1ST ST W,MAHNOMEN,56557,PUBLIC,HIGH,SECONDARY SCHOOL,SCHOOL,7-12,33,432,Mahnomen,44,87,Mahnomen,NO,4/13/2007,271866000866.0,,http://www.mahnomen.k12.mn.us,SY2018-19,POINT (275409.8126999997 5244225.499199999),865,MAHNOMEN SECONDARY,All Students,Graduate,75.0,32,209 1st St W,Mahnomen,MN,56557-0319,57.06,199136,,27,270879401003,270879401003087,27087940100,2708739392,,2739392,0432,01,Mahnomen,MAHNOMEN,,MAHNOMEN,5
344,01,0432,040,010432040000,10432040000.0,Mahnomen ALC,209 1ST ST SW,MAHNOMEN,56557,PUBLIC,ALC,PUBLIC ALC,SCHOOL,6-12,41,432,Mahnomen,44,87,Mahnomen,NO,6/15/2007,271866002333.0,,http://www.mahnomen.k12.mn.us,SY2018-19,POINT (275409.8126999997 5244225.499199999),869,MAHNOMEN AREA LEARNING CENTER,All Students,Graduate,4.76,21,209 1st St SW,Mahnomen,MN,56557-0319,100.0,199136,,27,270879401003,270879401003087,27087940100,2708739392,,2739392,0432,01,Mahnomen,MAHNOMEN,,MAHNOMEN,5
166,01,0115,030,010115030000,10115030000.0,Cass Lake-Bena Secondary,15308 STATE 371 NW,CASS LAKE,56633,PUBLIC,HIGH,SENIOR HIGH,SCHOOL,9-12,32,115,Cass Lake-Bena,11,21,Cass,NO,4/13/2007,270807000331.0,,http://www.clbs.k12.mn.us/hs,SY2018-19,POINT (378099.5596000003 5246040.4991),340,CASS LAKE-BENA SECONDARY,All Students,Graduate,55.1,49,15308 State 371 NW,Cass Lake,MN,56633-3373,53.06,211334,,27,270219400022,270219400022075,27021940002,2702150848,,,0115,01,Cass Lake-Bena,CASS LAKE-BENA,CASS LAKE-BENA,CASS LAKE-BENA,84
167,01,0319,050,010319050000,10319050000.0,NK High,400 2ND ST,NASHWAUK,55769,PUBLIC,HIGH,SECONDARY SCHOOL,SCHOOL,7-12,33,319,Nashwauk-Keewatin,31,61,Itasca,NO,4/13/2007,272331001138.0,,http://www.isd319.org,SY2018-19,POINT (487429.3123000003 5246932.4976),777,NASHWAUK SECONDARY,All Students,Graduate,85.0,40,400 2nd St,Nashwauk,MN,55769,91.0,237350,,27,270614805002,270614805002019,27061480500,2706144980,,2744980,0319,01,Nashwauk-Keewatin,NASHWAUK-KEEWATIN,,NASHWAUK-KEEWATIN,0
168,03,0001,353,030001353000,30001353000.0,Broadway Arts & Technology,3017 E 31ST ST,MINNEAPOLIS,55406,PUBLIC,ALC,PUBLIC ALC,SCHOOL,7-12,41,1,Minneapolis,27,53,Hennepin,NO,4/13/2007,272124003106.0,,http://www.mpls.l12.mn.us,SY2018-19,POINT (482017.2172999997 4976975.4987),22,LONGFELLOW ALTERNATIVE,All Students,Graduate,12.9,31,3017 E 31st St,Minneapolis,MN,55406,4.64,154187,,27,270531088004,270531088004019,27053108800,2705343000,,2743000,0001,03,Minneapolis,SOUTH,SANFORD,HIAWATHA,0
169,01,0112,060,010112060000,10112060000.0,Chaska High,545 PIONEER TRAIL,CHASKA,55318,PUBLIC,HIGH,SENIOR HIGH,SCHOOL,9-12,32,112,Eastern Carver County,10,19,Carver,NO,4/13/2007,270819000343.0,,http://www.district112.org,SY2018-19,POINT (453399.2797999997 4963596.9987),321,CHASKA HIGH SCHOOL,All Students,Graduate,97.52,322,545 Pioneer Trail,Chaska,MN,55318-1499,93.86,97800,,27,270190909004,270190909004000,27019090900,2701910972,,2710972,0112,01,Eastern Carver County,CHASKA,CHASKA MIDDLE EAST,JONATHAN,162
169,01,0112,060,010112060000,10112060000.0,Chaska High,545 PIONEER TRAIL,CHASKA,55318,PUBLIC,HIGH,SENIOR HIGH,SCHOOL,9-12,32,112,Eastern Carver County,10,19,Carver,NO,4/13/2007,270819000343.0,,http://www.district112.org,SY2018-19,POINT (453399.2797999997 4963596.9987),321,CHASKA HIGH SCHOOL,All Students,Graduate,97.52,322,545 Pioneer Trail,Chaska,MN,55318-1499,93.86,97800,,27,270190909004,270190909004000,27019090900,2701910972,,2710972,0112,01,Eastern Carver County,CHASKA,CHASKA MIDDLE WEST,BLUFF CREEK,162
169,01,0112,060,010112060000,10112060000.0,Chaska High,545 PIONEER TRAIL,CHASKA,55318,PUBLIC,HIGH,SENIOR HIGH,SCHOOL,9-12,32,112,Eastern Carver County,10,19,Carver,NO,4/13/2007,270819000343.0,,http://www.district112.org,SY2018-19,POINT (453399.2797999997 4963596.9987),321,CHASKA HIGH SCHOOL,All Students,Graduate,97.52,322,545 Pioneer Trail,Chaska,MN,55318-1499,93.86,97800,,27,270190909004,270190909004000,27019090900,2701910972,,2710972,0112,01,Eastern Carver County,CHASKA,CHASKA MIDDLE WEST,CLOVER RIDGE,162
170,01,0271,007,010271007000,10271007000.0,John F. Kennedy High,9701 NICOLLET AVE S,BLOOMINGTON,55420,PUBLIC,HIGH,SENIOR HIGH,SCHOOL,9-12,32,271,Bloomington,27,53,Hennepin,NO,4/13/2007,270579000220.0,,http://www.bloomington.k12.mn.us/indschool/JFK/index.htm,SY2018-19,POINT (478103.2335999999 4963875.992000001),582,KENNEDY SENIOR HIGH,All Students,Graduate,82.67,352,9701 Nicollet Ave S,Bloomington,MN,55420-4498,84.75,144292,,27,270530254033,270530254033004,27053025403,2705306616,,2706616,0271,01,Bloomington,JOHN F KENNEDY,VALLEY VIEW,NORMANDALE HILLS,193
170,01,0271,007,010271007000,10271007000.0,John F. Kennedy High,9701 NICOLLET AVE S,BLOOMINGTON,55420,PUBLIC,HIGH,SENIOR HIGH,SCHOOL,9-12,32,271,Bloomington,27,53,Hennepin,NO,4/13/2007,270579000220.0,,http://www.bloomington.k12.mn.us/indschool/JFK/index.htm,SY2018-19,POINT (478103.2335999999 4963875.992000001),582,KENNEDY SENIOR HIGH,All Students,Graduate,82.67,352,9701 Nicollet Ave S,Bloomington,MN,55420-4498,84.75,144292,,27,270530254033,270530254033004,27053025403,2705306616,,2706616,0271,01,Bloomington,JOHN F KENNEDY,OAK GROVE,OAK GROVE,193
170,01,0271,007,010271007000,10271007000.0,John F. Kennedy High,9701 NICOLLET AVE S,BLOOMINGTON,55420,PUBLIC,HIGH,SENIOR HIGH,SCHOOL,9-12,32,271,Bloomington,27,53,Hennepin,NO,4/13/2007,270579000220.0,,http://www.bloomington.k12.mn.us/indschool/JFK/index.htm,SY2018-19,POINT (478103.2335999999 4963875.992000001),582,KENNEDY SENIOR HIGH,All Students,Graduate,82.67,352,9701 Nicollet Ave S,Bloomington,MN,55420-4498,84.75,144292,,27,270530254033,270530254033004,27053025403,2705306616,,2706616,0271,01,Bloomington,JOHN F KENNEDY,VALLEY VIEW,INDIAN MOUNDS,193
170,01,0271,007,010271007000,10271007000.0,John F. Kennedy High,9701 NICOLLET AVE S,BLOOMINGTON,55420,PUBLIC,HIGH,SENIOR HIGH,SCHOOL,9-12,32,271,Bloomington,27,53,Hennepin,NO,4/13/2007,270579000220.0,,http://www.bloomington.k12.mn.us/indschool/JFK/index.htm,SY2018-19,POINT (478103.2335999999 4963875.992000001),582,KENNEDY SENIOR HIGH,All Students,Graduate,82.67,352,9701 Nicollet Ave S,Bloomington,MN,55420-4498,84.75,144292,,27,270530254033,270530254033004,27053025403,2705306616,,2706616,0271,01,Bloomington,JOHN F KENNEDY,VALLEY VIEW,OAK GROVE,193
171,01,0199,026,010199026000,10199026000.0,Simley High,2920 80TH ST E,INVER GROVE HEIGHTS,55076,PUBLIC,HIGH,SENIOR HIGH,SCHOOL,9-12,32,199,Inver Grove Heights,19,37,Dakota,NO,4/13/2007,271503000767.0,,http://www.invergrove.k12.mn.us,SY2018-19,POINT (496259.9793999996 4964382.2795),498,SIMLEY SENIOR HIGH,All Students,Graduate,89.43,265,2920 80th St E,Inver Grove Heights,MN,55076-3232,80.0,143620,,27,270370605071,270370605071019,27037060507,2703731076,,2731076,0199,01,Inver Grove Heights,SIMLEY,INVER GROVE HTS.,PINE BEND,194
