Red Wing Police Dept,MN,12,16528,,0,,12,2,22,509,82,401,26,,0,,72.6,12.1,133.1,3079.6,496.1,2426.2,157.3
Richfield Dept Of Public Safety,MN,12,36408,,0,,12,34,32,877,174,664,39,,0,,33,93.4,87.9,2408.8,477.9,1823.8,107.1
Robbinsdale Police Dept,MN,12,14387,,0,,0,15,13,377,83,274,20,,0,,0,104.3,90.4,2620.4,576.9,1904.5,139
Rochester Police Dept,MN,12,111712,,2,,46,52,105,2223,338,1775,110,,1.8,,41.2,46.5,94,1989.9,302.6,1588.9,98.5
Rogers Police Dept,MN,12,12180,,0,,1,0,4,285,13,261,11,,0,,8.2,0,32.8,2339.9,106.7,2142.9,90.3
Rosemount Police Dept,MN,12,22850,,0,,3,1,13,199,31,166,2,,0,,13.1,4.4,56.9,870.9,135.7,726.5,8.8
Roseville Police Dept,MN,12,35332,,0,,10,9,26,1854,257,1510,87,,0,,28.3,25.5,73.6,5247.4,727.4,4273.7,246.2
Sartell Police Dept,MN,12,16358,,0,,2,0,3,345,25,313,7,,0,,12.2,0,18.3,2109.1,152.8,1913.4,42.8
Sauk Rapids Police Dept,MN,12,13382,,0,,3,3,5,250,40,197,13,,0,,22.4,22.4,37.4,1868.2,298.9,1472.1,97.1
Savage Police Dept,MN,12,29065,,0,,7,8,12,597,76,500,21,,0,,24.1,27.5,41.3,2054,261.5,1720.3,72.3
Scott County Sheriff Office,MN,12,,,0,,2,0,7,102,34,60,8,,,,,,,,,,
Shakopee Police Dept,MN,12,39632,,0,,21,9,27,768,116,618,34,,0,,53,22.7,68.1,1937.8,292.7,1559.3,85.8
Sherburne County Sheriff Department,MN,12,,,0,,5,2,11,414,62,322,30,,,,,,,,,,
Shoreview,MN,12,26209,,0,,5,1,10,290,47,220,23,,0,,19.1,3.8,38.2,1106.5,179.3,839.4,87.8
South Lake Minnetonka Police Dept,MN,12,12096,,0,,4,1,5,121,25,88,8,,0,,33.1,8.3,41.3,1000.3,206.7,727.5,66.1
South St Paul Police Dept,MN,12,20504,,0,,12,14,53,483,103,335,45,,0,,58.5,68.3,258.5,2355.6,502.3,1633.8,219.5
St. Cloud Police Dept,MN,12,66366,,0,,47,53,161,2510,382,1973,155,,0,,70.8,79.9,242.6,3782.1,575.6,2972.9,233.6
St. Louis County Sheriff Office,MN,12,,,1,,8,4,31,720,250,426,44,,,,,,,,,,
City Of St Louis Park Police Dept,MN,12,47957,,0,,5,23,37,1304,156,1092,56,,0,,10.4,48,77.2,2719.1,325.3,2277,116.8
St. Paul Police Dept,MN,12,297984,1974,11,,181,654,1128,10383,2330,6045,2008,662.5,3.7,,60.7,219.5,378.5,3484.4,781.9,2028.6,673.9
St. Peter Police Dept,MN,12,11502,,1,,3,0,6,179,33,140,6,,8.7,,26.1,0,52.2,1556.3,286.9,1217.2,52.2
Stearns County Sheriff Office,MN,12,,,1,,10,0,19,413,76,302,35,,,,,,,,,,
Stillwater Police Dept,MN,12,18770,,0,,1,2,5,269,27,228,14,,0,,5.3,10.7,26.6,1433.1,143.8,1214.7,74.6
Vadnais Heights,MN,12,13182,,0,,4,1,10,313,39,236,38,,0,,30.3,7.6,75.9,2374.5,295.9,1790.3,288.3
Wash County Sheriff Office,MN,12,,,0,,16,2,25,806,135,616,55,,,,,,,,,,
West St Paul Police Dept,MN,12,19808,,2,,8,18,42,1043,123,853,67,,10.1,,40.4,90.9,212,5265.5,621,4306.3,338.2
White Bear Lake Police Dept,MN,12,24802,,0,,6,6,19,656,130,483,43,,0,,24.2,24.2,76.6,2644.9,524.2,1947.4,173.4
Willmar Police Dept,MN,12,19696,,0,,17,6,31,552,52,475,25,,0,,86.3,30.5,157.4,2802.6,264,2411.7,126.9
Winona Police Dept,MN,12,27546,,0,,4,1,20,72,12,58,2,,0,,14.5,3.6,72.6,261.4,43.6,210.6,7.3
Woodbury Police Dept,MN,12,66539,,0,,9,7,20,1177,147,990,40,,0,,13.5,10.5,30.1,1768.9,220.9,1487.8,60.1
Worthington Police Dept,MN,12,12984,,1,,3,7,8,201,36,155,10,,7.7,,23.1,53.9,61.6,1548.1,277.3,1193.8,77
Wright County Sheriff Department,MN,12,,,1,,13,8,46,1534,95,1366,73,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
"		",,,,,,,,,,,,,,,,,,,,,,,
"		","1. The figures shown in this column for the offense of rape were estimated using the legacy UCR definition of rape - previously known as ""Forcible"" rape.  See UCR Offense Definitions for further information.",,,,,,,,,,,,,,,,,,,,,,
"		",,,,,,,,,,,,,,,,,,,,,,,
"		",2. The figures shown in this column for the offense of rape were estimated using the revised Uniform Crime Reporting (UCR) definition of rape. In December 2011 the UCR program changed its definition of SRS rape to this revised definition. This change can be seen in the UCR data starting in 2013. Prior to 2013 this column will be blank. See UCR Offense Definitions for further information.,,,,,,,,,,,,,,,,,,,,,,
"		",,,,,,,,,,,,,,,,,,,,,,,
"		",,,,,,,,,,,,,,,,,,,,,,,
"Notes: When data are unavailable, the cells are blank or the year is not presented.",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
              Variations in population coverage and reporting practices may cause differences in reporting from year to year. (See definitions),,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
              MSA and non-MSA county populations are not available.,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
          Crime rates are not available for agencies that report data for less than 12 months of a year.,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
" Minnesota agencies 1993 and 2005-Present (with the exception of Minneapolis and St. Paul) - The data collection methodology for the offense of rape (legacy &amp; revised) used by the State Uniform Crime Reporting (UCR) Program does not comply with national UCR Program guidelines. Consequently, their figures for rape (legacy &amp; revised) and violent crime (of which rape (legacy &amp; revised) is part) are not included in this tool.",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
"Sources: FBI, Uniform Crime Reports, prepared by the National Archive of Criminal Justice Data ",,,,,,,,,,,,,,,,,,,,,,,
